stage,Endothelial,Epithelial,Immune,Neuron,Stromal
24hpf,0,24.52,0,4.09,0
72hpf,0,11.77,0,1.07,1.07
21Day,0,30.79,1.34,0,0
3Month,0,1.6,0.32,0,0
22Month,0.55,1.64,0,0,0.55
