stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,2.14,0,0,3.21,87.72,0,0,1.07
21Day,0,4.02,0,0,0,36.14,0,0,2.68
3Month,0.32,2.56,3.2,5.12,0.32,1.6,0,0,0.32
22Month,0,7.65,0,1.09,0,0.55,0.55,0.55,0
