stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,8.17,0,8.17
72hpf,0,0,0,0,0,3.21,2.14,0
21Day,0,0,0,0,0,1.34,0,2.68
3Month,1.28,0,6.4,0.32,0.32,0,0.32,0
22Month,17.49,0.55,127.92,6.56,0,0,1.09,6.01
