stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,24.52,0,0
72hpf,1.07,0,0,0,0,1.07,1.07
21Day,0,0,1.34,1.34,1.34,0,0
3Month,3.52,21.12,1.6,0.32,1.6,0,0
22Month,0.55,1.64,0,0,0,0.55,0
