stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,1.07,0,0,0,3.21,0,0
21Day,0,0,0,0,0,9.37,0,0
3Month,0.32,3.2,0,0.96,0.64,0.32,0.32,0.96
22Month,0,7.11,1.09,0,0.55,0,0.55,2.73
