stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,4.09,0,0
72hpf,0,0,12.84,0,2.14
21Day,0,0,2.68,0,2.68
22Month,8.2,0.55,0,0.55,0
