stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,8.17,0,0
72hpf,0,5.35,1.07,0,0,0,5.35,0,0
21Day,0,5.35,0,0,0,0,26.77,0,4.02
3Month,0,6.72,0.32,11.52,0.96,0.64,0.64,0,1.92
22Month,1.09,21.32,0,17.49,3.83,0.55,2.73,1.64,6.01
