stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0,0
72hpf,0,2.14,0,0,0,78.09,0,0,1.07
21Day,0,2.68,1.34,2.68,2.68,48.19,0,2.68,1.34
3Month,0.64,12.8,0,1.6,0.64,0.64,0,0.64,0.32
22Month,0,7.65,0,2.73,0,0,1.09,0,0.55
