stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,16.35,0,4.09,102.16,269.7,4.09,126.68
72hpf,0,5.35,1.07,1.07,0,12.84,0,3.21
21Day,0,18.74,2.68,1.34,4.02,16.06,0,12.05
22Month,1.09,1.64,0,1.09,0,0,0.55,0
