stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,0,0,0,1.07,0,4.28,0,2.14
21Day,0,2.68,0,0,1.34,2.68,0,5.35
3Month,0,3.2,0.64,1.28,0.32,0.32,0,4.8
22Month,1.09,17.49,0,1.09,0.55,0,1.09,1.09
