stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,16.35,4.09,0
72hpf,0,1.07,0,0,0,1.07,4.28,0,2.14
21Day,0,1.34,1.34,0,1.34,0,1.34,0,0
3Month,0,3.52,0,0.64,0.64,0,0,0,0
22Month,0.55,20.23,0,0,3.83,0,0,1.64,0.55
