stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,4.09,0,0,0,0,0
72hpf,1.07,0,0,0,0,1.07,0,0,1.07
21Day,4.02,0,0,0,0,2.68,0,0,1.34
3Month,61.75,0.32,1.6,4.8,1.28,0.64,0,0.32,1.28
22Month,31.71,0,0,4.37,0.55,0.55,1.09,1.09,2.73
