stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,690.6,0,0,57.21,318.74,0,232.93
72hpf,360.52,2.14,0,10.7,28.88,0,205.4
21Day,261.01,4.02,2.68,10.71,16.06,6.69,192.75
3Month,0.96,0,0,0,0,0,0
