stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,4.09,0,0,0,24.52,0
3Month,0,1.28,2.88,0.64,0,0
22Month,0,4.37,5.47,0.55,0,0.55
