stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,4.09,0,4.09,4.09,0
21Day,2.68,2.68,0,26.77,1.34,2.68,0,0
3Month,1.92,0,0.96,3.2,0,0.64,0,0
22Month,7.11,0,0,6.56,0.55,0,0,0.55
