stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,0,1.07,0,0,1.07,50.28,0,0
21Day,0,1.34,0,0,1.34,52.2,0,1.34
3Month,1.6,0,0,0.64,0,0,0,1.28
22Month,7.11,0,0.55,0.55,0,0,1.09,0.55
