stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,1.07,0,0,13.91,3.21,1.07
21Day,0,0,2.68,5.35,1.34,2.68
3Month,1.28,0.32,1.28,0.32,0.32,0
22Month,4.92,0.55,0.55,0,0,0.55
