stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,8.17,0,0,0,0,0
21Day,0,2.68,1.34,1.34,4.02,1.34
3Month,6.4,16.32,0.64,0.32,2.24,0.64
22Month,4.92,0,0,0,0.55,0
