stage,Epithelial,Germ,Immune,Muscle,Secretory,Stromal
21Day,1.34,0,2.68,0,0,4.02
3Month,1.28,0.32,0.96,0,0.32,0
22Month,2.73,0,1.09,0.55,0,0
