stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,4.09,0,0,0,0,4.09
72hpf,0,0,0,0,0,8.56,0,0,1.07
21Day,0,0,0,0,1.34,2.68,0,0,0
3Month,0.32,50.87,96.3,19.52,3.2,2.24,0,2.88,5.12
22Month,0.55,33.89,21.32,1.09,0,0,0.55,0.55,0.55
