stage,Epithelial,Germ,Immune,Neuron
24hpf,4.09,0,0,12.26
72hpf,2.14,0,0,1.07
21Day,5.35,0,0,0
3Month,2.56,0,0.32,0
22Month,3.28,1.09,0.55,0
