stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,0,0,0,3.21,1.07,1.07
21Day,2.68,0,1.34,0,1.34,1.34
3Month,1.6,0.32,0.64,0,0,0
22Month,1.64,0,0,0,0,0
