stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,1.07,0,0,0,24.61,1.07,0,0
21Day,0,0,0,0,9.37,0,0,0
3Month,6.72,1.28,1.28,0.32,0.32,0,0.32,0.96
22Month,36.63,0.55,1.64,0,6.56,1.64,0,0.55
