stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,8.17,0,4.09,8.17,4.09
72hpf,3.21,1.07,0,1.07,0
21Day,1.34,1.34,1.34,0,0
3Month,0.64,0,0.32,0,0
22Month,1.64,0,3.83,0,0
