stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,0,4.09,0
72hpf,2.14,3.21,0,0,0,10.7,14.98,12.84
21Day,1.34,4.02,1.34,0,1.34,2.68,10.71,8.03
3Month,0,1.6,0,0.32,0.64,0,0,0
22Month,0.55,6.01,0.55,0,2.19,0,0,0
