stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
24hpf,4.09,0,0,0,40.86,0,0
72hpf,0,1.07,0,0,17.12,0,3.21
21Day,0,8.03,8.03,1.34,24.09,1.34,4.02
