stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0,7.49,0,0,3.21
21Day,0,1.34,0,1.34,0,1.34,0,0,1.34
3Month,0.32,8.64,0.32,7.36,1.92,0,0,0.64,8.64
22Month,0,16.4,0,2.73,2.73,0,0.55,0,21.32
