stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,171.63,0,0,0,0,0,0
72hpf,0,538.1,4.28,0,0,1.07,32.09,5.35
21Day,0,0,0,0,0,1.34,0,0
3Month,0,0.32,0,0,0.64,0,0,0
22Month,0.55,4.92,0,0.55,2.19,0,0,1.09
