stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,0,2.14,0,0,1.07,2.14,0,0
21Day,0,1.34,1.34,0,0,0,0,4.02
3Month,0.32,13.44,0,15.04,1.28,0.64,0,0.96
22Month,0,14.21,0,0,1.64,0,1.64,0.55
