stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,28.6,0
72hpf,0,2.14,0,3.21,75.96,3.21
21Day,0,2.68,5.35,0,25.43,4.02
3Month,0,0.96,0.64,0,0.64,0.64
22Month,0.55,4.37,0.55,0,1.09,0.55
