stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,1.07,1.07
21Day,1.34,0,0,0,0,0
3Month,2.88,4.16,0.64,0.32,0,0.64
22Month,4.92,0.55,1.09,0,0,0.55
