stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,8.17,0,0,12.26
72hpf,8.56,1.07,0,3.21,83.44,0,0,41.72
21Day,12.05,2.68,0,8.03,62.91,0,2.68,50.86
3Month,0.64,0,0.64,0,0,0,0,0.64
22Month,10.39,0,1.09,0,0,0.55,0,2.73
