stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,204.32,0,0,0,4.09,0,0
72hpf,1.07,52.42,0,0,3.21,225.73,0,4.28
21Day,2.68,12.05,2.68,4.02,8.03,473.84,2.68,10.71
22Month,0,1.09,0,0.55,0,1.09,0,0
