stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,8.17,0,0,0,4.09,12.26,4.09
72hpf,0,5.35,0,0,0,1.07,29.95,0
21Day,0,1.34,0,0,0,0,6.69,0
3Month,0,4.8,0.32,20.48,1.6,0.32,0.32,0.32
22Month,0,0.55,0,0.55,0,0,0,0.55
