stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,8.17,0,0,0,0,98.07,16.35
72hpf,1.07,8.56,0,0,0,1.07,11.77,2.14
21Day,0,4.02,2.68,0,1.34,2.68,9.37,9.37
3Month,0,0.32,0,0.64,0,0,0,0
22Month,0,2.19,0,0,2.19,0,0,1.64
