stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,12.26,0
72hpf,1.07,0,0,1.07,3.21
21Day,2.68,1.34,0,2.68,1.34
3Month,28.16,2.24,1.28,0,0.96
22Month,1.09,0,0,0,0.55
