stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,19.26,1.07
21Day,0,0,0,0,0,0,13.39,0
3Month,0.32,2.88,0,0.32,0.32,0,0,0.32
22Month,0,13.12,0.55,0.55,2.19,0.55,0,1.64
