stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
24hpf,4.09,4.09,0,4.09,73.56,4.09,16.35
72hpf,0,2.14,0,0,10.7,0,2.14
21Day,0,4.02,2.68,1.34,1.34,0,4.02
