stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,12.26,0,0,4.09,0,8.17,0,0,0
72hpf,4.28,0,0,0,1.07,10.7,0,0,2.14
21Day,17.4,4.02,0,1.34,4.02,5.35,0,1.34,8.03
3Month,19.2,0,3.2,0.32,0.32,0,0.32,0.32,0.32
22Month,24.05,0,1.09,4.92,0.55,0.55,0.55,0,0
