stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09
21Day,18.74,0,0,1.34,0,0
3Month,17.6,1.28,2.56,0.96,0.32,5.76
22Month,0,0,1.09,0,0,0.55
