stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,0,0,4.09,0
72hpf,0,0,0,0,2.14,0
21Day,0,0,1.34,0,1.34,1.34
3Month,3.84,14.4,0.32,0.32,0.32,0
