stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,16.35,0,4.09,0,8.17,0,0,0
72hpf,1.07,4.28,1.07,2.14,1.07,11.77,0,0,2.14
21Day,1.34,8.03,2.68,1.34,0,5.35,0,0,0
3Month,1.92,103.02,0.64,9.92,2.56,2.88,0.32,2.88,0.96
22Month,0.55,54.67,0.55,4.37,0,2.73,1.64,0.55,0
