stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,12.26,0,0,0,53.12,0,8.17
72hpf,0,1.07,0,0,0,14.98,0,1.07
21Day,0,0,0,1.34,0,5.35,1.34,0
3Month,0.32,1.92,1.28,0.96,0.32,0,0,0.32
22Month,0,1.64,0,0.55,0.55,0,0,0
