stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,4.09,16.35,0,0,0
72hpf,0,1.07,0,0,1.07,5.35,0,0,5.35
21Day,2.68,1.34,0,2.68,0,0,0,0,1.34
3Month,5.76,0.32,28.16,0.96,0,0.64,0,0.32,1.28
22Month,4.92,0,0,0.55,0,0,1.64,0,0.55
