stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,40.86,461.76,12.26,0,12.26,277.88,1389.38,4.09,0,437.25
72hpf,8.56,55.63,12.84,0,0,67.4,646.15,0,2.14,424.71
21Day,0,29.45,10.71,0,6.69,58.9,49.53,0,9.37,497.93
3Month,0.64,55.99,0.32,13.12,19.84,7.04,1.92,0.32,1.92,90.55
22Month,0.55,43.73,1.09,11.48,13.12,2.19,0.55,0.55,1.09,119.72
