stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,2.14,0,0,0
3Month,0,4.16,0.64,0.96,0,0,0,1.6
22Month,0.55,38.81,0,6.01,0.55,1.09,0.55,1.09
