stage,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,1.07,0
21Day,0,0,0,1.34,0
3Month,0.64,0.96,0.64,0.32,0.32
22Month,3.28,0,0.55,0,0
