stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory
24hpf,8.17,0,4.09,4.09,24.52,0,0
72hpf,3.21,0,0,0,3.21,1.07,0
21Day,0,0,0,0,1.34,0,0
3Month,0.64,0.32,0,0,0,0,0.32
