stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,163.46,0,4.09,0,0
72hpf,1.07,0,0,100.56,0,9.63,0,1.07
21Day,0,0,0,64.25,0,2.68,0,6.69
3Month,5.76,0.64,3.2,142.7,0.96,1.28,0.64,1.92
22Month,9.29,2.19,3.28,110.97,0,0.55,0,1.09
