stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,3.21,0,0,0,29.95,1.07
21Day,2.68,1.34,0,1.34,18.74,1.34
3Month,2.24,0,1.28,0,0.32,0
22Month,2.19,0,0,0.55,0,0
