stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,28.6,0
72hpf,0,2.14,1.07,0,0,0,26.74,4.28
21Day,0,5.35,4.02,0,1.34,1.34,18.74,8.03
3Month,0.32,3.52,0,1.28,0,0,0.32,0.32
22Month,0,0.55,0,0,0,0,0,0
