stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,12.26,0
72hpf,0,1.07,0,0,8.56,3.21
21Day,0,0,0,1.34,0,1.34
3Month,0.32,1.6,3.84,0.32,0,0
22Month,0,0.55,0,3.28,0,0
