stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,28.6,4.09
72hpf,4.28,0,2.14,0,1.07
21Day,6.69,1.34,0,4.02,8.03
3Month,1.28,0.32,0,0,0.32
22Month,0.55,0.55,0,0,0.55
