stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,4.09,0,0,0,0
72hpf,0,0,0,1.07,0,0,0
21Day,0,0,10.71,1.34,0,0,0
3Month,5.44,16.32,14.72,0,0,1.28,0.32
22Month,9.29,7.65,18.59,0,0.55,0.55,2.73
