stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,0,0,0,8.17,0
72hpf,0,1.07,0,0,1.07,14.98,0
21Day,0,1.34,0,1.34,0,12.05,0
3Month,0.64,3.52,37.43,0.96,0.32,0.96,0.32
22Month,0,4.37,2.19,0,0,0,0
