stage,Epithelial,Erythroid,Germ,Neuron,Stromal
24hpf,0,0,0,49.04,0
72hpf,2.14,1.07,0,11.77,0
21Day,6.69,0,2.68,1.34,1.34
3Month,1.6,0,1.92,0,0
22Month,1.09,0,0.55,0,0
