stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0
72hpf,3.21,0,1.07,0,12.84,0,1.07,0
21Day,0,0,0,1.34,10.71,0,4.02,0
3Month,0.96,2.56,0.64,0.32,0,0,1.92,0.32
22Month,2.19,2.73,0,1.09,0,0.55,2.19,0
