stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,8.17,0,0,0,36.78,4.09
72hpf,5.35,0,0,0,14.98,1.07
21Day,36.14,1.34,1.34,0,1.34,1.34
22Month,0.55,0,0,0.55,0,0
