stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,0
21Day,1.34,0,0,0,0
3Month,8.64,1.28,0,0,0
22Month,9.29,10.93,1.09,0,0.55
