stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory
72hpf,0,0,0,0,0,2.14,0,0
21Day,0,0,0,0,1.34,0,0,0
3Month,15.04,0,0.32,0.96,0,0.64,0,0.32
22Month,6.56,1.09,0,0,0,0,0.55,0
