stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,8.17,0
72hpf,0,0,0,0,1.07,3.21,0
3Month,0.64,6.72,13.76,3.52,1.92,0.32,0.64
