stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,8.17,0,0,0,0,53.12,0,4.09
72hpf,6.42,0,0,0,0,26.74,0,3.21
21Day,12.05,1.34,1.34,0,0,13.39,0,2.68
3Month,31.99,0,16.64,3.2,0.32,0.64,1.28,0
22Month,8.75,0,2.19,1.64,0,2.19,0.55,0.55
