stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0
72hpf,1.07,0,2.14,2.14,17.12,0,1.07
21Day,0,1.34,0,1.34,4.02,0,0
3Month,0,2.56,0.96,0,0,0,0.32
22Month,0,2.19,0,0,0,0.55,0
