stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,4.09,0,0,8.17,44.95,0
72hpf,0,0,1.07,0,0,1.07,0
21Day,1.34,4.02,1.34,0,0,0,2.68
3Month,0,0.64,0,0.32,0,0,0
